gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
HLA-G,ENSG00000204632,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.0861810844959745
HLA-G,ENSG00000204632,EFO_0000180,HIV-1 infection,infectious disease; reproductive system or breast disease,0.0845842935116849
HLA-G,ENSG00000204632,EFO_0005140,autoimmune disease,immune system disease,0.0845316194416191
HLA-G,ENSG00000204632,EFO_0004593,gestational diabetes,pregnancy or perinatal disease; endocrine system disease; nutritional or metabolic disease; phenotype,0.0825935012403464
HLA-G,ENSG00000204632,MONDO_0015459,nasopharyngeal carcinoma,infectious disease; gastrointestinal disease; respiratory or thoracic disease; cancer or benign tumor,0.0801411528484981
HLA-G,ENSG00000204632,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0799746734001951
HLA-G,ENSG00000204632,EFO_0000540,immune system disease,immune system disease,0.0785300540312005
HLA-G,ENSG00000204632,EFO_0000729,ulcerative colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.0783752520010668
HLA-G,ENSG00000204632,EFO_0005809,type II hypersensitivity reaction disease,immune system disease,0.0772499731400717
HLA-G,ENSG00000204632,EFO_0004265,peripheral arterial disease,cardiovascular disease,0.0771249090166247
HLA-G,ENSG00000204632,MONDO_0005147,type 1 diabetes mellitus,endocrine system disease; gastrointestinal disease; immune system disease; nutritional or metabolic disease; phenotype,0.0758868118050144
HLA-G,ENSG00000204632,EFO_0000668,preeclampsia,"genetic, familial or congenital disease; pregnancy or perinatal disease; cardiovascular disease; phenotype",0.0749437687150412
HLA-G,ENSG00000204632,EFO_1001486,primary biliary cirrhosis,"gastrointestinal disease; genetic, familial or congenital disease; endocrine system disease; cancer or benign tumor",0.0724376515182016
HLA-G,ENSG00000204632,MONDO_0016462,isolated agammaglobulinemia,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.072085743740235
HLA-G,ENSG00000204632,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.0718640256603364
HLA-G,ENSG00000204632,EFO_0004719,pemphigus vulgaris,immune system disease; integumentary system disease,0.0712771382325617
HLA-G,ENSG00000204632,EFO_1001897,Morvan syndrome,nervous system disease,0.0693495346893223
HLA-G,ENSG00000204632,MONDO_0013860,idiopathic membranous glomerulonephritis,urinary system disease; phenotype,0.0693495346893223
HLA-G,ENSG00000204632,MONDO_0007361,C1 inhibitor deficiency,"immune system disease; genetic, familial or congenital disease",0.0689695984696258
HLA-G,ENSG00000204632,EFO_0007160,autoimmune thrombocytopenic purpura,immune system disease; hematologic disease; phenotype,0.0687418529713546
HLA-G,ENSG00000204632,EFO_0000095,chronic lymphocytic leukemia,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.0681938493273933
HLA-G,ENSG00000204632,Orphanet_1334,Chronic mucocutaneous candidosis,"immune system disease; genetic, familial or congenital disease",0.0672466067952712
HLA-G,ENSG00000204632,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.0668787523106015
HLA-G,ENSG00000204632,EFO_0003779,Hashimoto's thyroiditis,immune system disease; endocrine system disease,0.0662021154205607
HLA-G,ENSG00000204632,MONDO_0009306,combined immunodeficiency with skin granulomas,"integumentary system disease; genetic, familial or congenital disease; immune system disease; phenotype",0.0654766149552152
HLA-G,ENSG00000204632,MONDO_0014278,immunodeficiency 18,"immune system disease; genetic, familial or congenital disease; phenotype",0.0647651737349471
HLA-G,ENSG00000204632,Orphanet_169095,Alymphoid cystic thymic dysgenesis,immune system disease,0.0645509714108361
HLA-G,ENSG00000204632,MONDO_0013743,autosomal systemic lupus erythematosus type 16,"immune system disease; urinary system disease; musculoskeletal or connective tissue disease; genetic, familial or congenital disease; phenotype",0.063818110314328
HLA-G,ENSG00000204632,Orphanet_300345,Autosomal recessive systemic lupus erythematosus,"genetic, familial or congenital disease",0.063818110314328
HLA-G,ENSG00000204632,MONDO_0015517,common variable immunodeficiency,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0624368206504335
HLA-G,ENSG00000204632,MONDO_0014313,autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,"immune system disease; genetic, familial or congenital disease",0.0621928979463416
HLA-G,ENSG00000204632,MONDO_0010518,Wiskott-Aldrich syndrome,"genetic, familial or congenital disease; immune system disease; hematologic disease; cancer or benign tumor; phenotype",0.0620709365942957
HLA-G,ENSG00000204632,MONDO_0957535,immunodeficiency 112,"immune system disease; genetic, familial or congenital disease",0.0602489079107001
HMGN4,ENSG00000182952,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0262401696826138
HMGN4,ENSG00000182952,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0210753690293924
HMGN4,ENSG00000182952,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.0120113452772528
HMGN4,ENSG00000182952,MONDO_0100135,Dravet syndrome,"nervous system disease; genetic, familial or congenital disease",0.00646764745698228
HMGN4,ENSG00000182952,EFO_0000616,neoplasm,cancer or benign tumor,0.00615562507867131
HMGN4,ENSG00000182952,EFO_0000729,ulcerative colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.00537607305293965
HMGN4,ENSG00000182952,EFO_0003884,chronic kidney disease,urinary system disease,0.00517411796558583
HMGN4,ENSG00000182952,MONDO_0002108,thyroid cancer,endocrine system disease; cancer or benign tumor,0.0050611907877655
HMGN4,ENSG00000182952,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0044656216579089
HMGN4,ENSG00000182952,MONDO_0004126,thyroiditis,endocrine system disease,0.00441442604206727
HMGN4,ENSG00000182952,EFO_0000181,head and neck squamous cell carcinoma,cancer or benign tumor,0.00369579854684702
HMGN4,ENSG00000182952,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.00307188978182282
HMGN4,ENSG00000182952,EFO_0001663,prostate carcinoma,cancer or benign tumor; reproductive system or breast disease,0.00295663883747761
HMGN4,ENSG00000182952,MONDO_0002691,liver cancer,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00258705898279291
HMGN4,ENSG00000182952,MONDO_0004992,cancer,cancer or benign tumor,0.00221747912810821
HMGN4,ENSG00000182952,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00147831941873881
HMGN4,ENSG00000182952,MONDO_0010519,alpha thalassemia-X-linked intellectual disability syndrome,"endocrine system disease; genetic, familial or congenital disease; nervous system disease; reproductive system or breast disease",0.00147831941873881
HMGN4,ENSG00000182952,EFO_0005772,neurodegenerative disease,nervous system disease,0.00147831941873881
HMGN4,ENSG00000182952,EFO_0000621,neuroblastoma,nervous system disease; cancer or benign tumor,0.00147831941873881
HMGN4,ENSG00000182952,EFO_0002892,thyroid carcinoma,endocrine system disease; cancer or benign tumor,0.00147831941873881
HMGN4,ENSG00000182952,EFO_0005543,glioma,nervous system disease; cancer or benign tumor,0.00147831941873881
HMGN4,ENSG00000182952,EFO_0000673,prostate adenocarcinoma,cancer or benign tumor; reproductive system or breast disease,0.00133456925579973
HMGN4,ENSG00000182952,MONDO_0007576,esophageal cancer,gastrointestinal disease; cancer or benign tumor,0
HSD17B8,ENSG00000204228,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0742855507916251
HSD17B8,ENSG00000204228,Orphanet_552,MODY,"endocrine system disease; genetic, familial or congenital disease; nutritional or metabolic disease; phenotype",0.0704400724036308
HSD17B8,ENSG00000204228,MONDO_0010894,maturity-onset diabetes of the young type 3,"immune system disease; genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; phenotype",0.0584010086372766
HSD17B8,ENSG00000204228,EFO_0009650,hyperproinsulinemia,"genetic, familial or congenital disease",0.0528055696373502
HSD17B8,ENSG00000204228,MONDO_0013240,maturity-onset diabetes of the young type 10,"immune system disease; genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; phenotype",0.0481562550654167
HSD17B8,ENSG00000204228,MONDO_0009414,glycogen storage disorder due to hepatic glycogen synthase deficiency,"nutritional or metabolic disease; genetic, familial or congenital disease",0.041503817681092
HSD17B8,ENSG00000204228,Orphanet_2089,Glycogen storage disease due to hepatic glycogen synthase deficiency,"nutritional or metabolic disease; genetic, familial or congenital disease",0.041503817681092
HSD17B8,ENSG00000204228,MONDO_0030089,"diabetes mellitus, permanent neonatal 4","immune system disease; genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; phenotype",0.0333952356693097
HSD17B8,ENSG00000204228,MONDO_0020525,transient neonatal diabetes mellitus,"immune system disease; genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; phenotype",0.0311851481382951
HSD17B8,ENSG00000204228,EFO_0008495,childhood supratentorial ependymoma,cancer or benign tumor; nervous system disease,0.018425742402692
HSD17B8,ENSG00000204228,EFO_0008620,Polycystic Kidney Disease,"genetic, familial or congenital disease; urinary system disease",0.0174269220812326
HSD17B8,ENSG00000204228,EFO_0001073,obesity,nutritional or metabolic disease; phenotype,0.00960907622180225
HSD17B8,ENSG00000204228,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00886991651243284
HSD17B8,ENSG00000204228,MONDO_0004992,cancer,cancer or benign tumor,0.00801782962524312
HSD17B8,ENSG00000204228,EFO_0003893,ovarian neoplasm,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.00739159709369404
HSD17B8,ENSG00000204228,EFO_0010642,Neurodevelopmental disorder,nervous system disease,0.00739159709369404
HSD17B8,ENSG00000204228,EFO_0000339,chronic myelogenous leukemia,"musculoskeletal or connective tissue disease; genetic, familial or congenital disease; hematologic disease; immune system disease; cancer or benign tumor",0.00739159709369404
HSD17B8,ENSG00000204228,EFO_0000616,neoplasm,cancer or benign tumor,0.00624013795346634
HSD17B8,ENSG00000204228,MONDO_0009685,Miyoshi myopathy,"nervous system disease; genetic, familial or congenital disease; musculoskeletal or connective tissue disease; phenotype",0.00591327767495523
HSD17B8,ENSG00000204228,EFO_0000544,infection,biological_process,0.00561556056979255
HSD17B8,ENSG00000204228,EFO_0008615,cystic kidney disease,urinary system disease,0.00554369782027053
HSD17B8,ENSG00000204228,MONDO_0018076,tuberculosis,infectious disease,0.00508685605545194
HSD17B8,ENSG00000204228,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00461974818355877
HSD17B8,ENSG00000204228,EFO_0003884,chronic kidney disease,urinary system disease,0.00428789576114801
HSD17B8,ENSG00000204228,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.00412583454676588
HSD17B8,ENSG00000204228,EFO_0000095,chronic lymphocytic leukemia,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.00369579854684702
HSD17B8,ENSG00000204228,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00369579854684702
HSD17B8,ENSG00000204228,EFO_0000589,metabolic disease,nutritional or metabolic disease,0.00369579854684702
HSD17B8,ENSG00000204228,Orphanet_26106,Familial gastric cancer,"gastrointestinal disease; genetic, familial or congenital disease; cancer or benign tumor",0.00369579854684702
HSD17B8,ENSG00000204228,Orphanet_1173,Cerebellar ataxia - hypogonadism,"reproductive system or breast disease; endocrine system disease; genetic, familial or congenital disease",0.00369579854684702
HSD17B8,ENSG00000204228,MONDO_0001549,hemolytic-uremic syndrome,hematologic disease,0.00369579854684702
HSD17B8,ENSG00000204228,EFO_0000538,hypertrophic cardiomyopathy,cardiovascular disease; musculoskeletal or connective tissue disease,0.00369579854684702
HSD17B8,ENSG00000204228,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HSD17B8,ENSG00000204228,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00369579854684702
HSD17B8,ENSG00000204228,EFO_0004289,lymphoid leukemia,hematologic disease; cancer or benign tumor,0.00369579854684702
HSD17B8,ENSG00000204228,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.00369579854684702
HSD17B8,ENSG00000204228,EFO_0002618,pancreatic carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00323663212364621
HSD17B8,ENSG00000204228,EFO_1001209,temporal arteritis,urinary system disease; nervous system disease; cardiovascular disease; phenotype,0.00295663883747761
HSD17B8,ENSG00000204228,EFO_0000771,bacterial disease,infectious disease,0.00277184891013526
HSD17B8,ENSG00000204228,EFO_0009425,Yersinia pestis infectious disease,infectious disease,0.00277184891013526
HSD17B8,ENSG00000204228,MONDO_0002404,liver hemangioma,endocrine system disease; gastrointestinal disease; cancer or benign tumor; cardiovascular disease,0.00222038716225545
HSD17B8,ENSG00000204228,MONDO_0007142,Townes-Brocks syndrome,"genetic, familial or congenital disease",0.00221747912810821
HSD17B8,ENSG00000204228,EFO_1001235,Vibrio infectious disease,infectious disease,0.00221747912810821
HSD17B8,ENSG00000204228,EFO_1001461,endothelial dysfunction,cardiovascular disease,0.00221747912810821
HSD17B8,ENSG00000204228,HP_0001643,Patent ductus arteriosus,phenotype,0.00221747912810821
HSD17B8,ENSG00000204228,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.00208285855372676
HSD17B8,ENSG00000204228,EFO_0000365,colorectal adenocarcinoma,gastrointestinal disease; cancer or benign tumor,0.00184789927342351
HSD17B8,ENSG00000204228,EFO_0004239,chronic hepatitis B virus infection,infectious disease; gastrointestinal disease; endocrine system disease,0.00147831941873881
HSD17B8,ENSG00000204228,EFO_0005140,autoimmune disease,immune system disease,0.00147831941873881
HSD17B8,ENSG00000204228,MONDO_0009061,cystic fibrosis,"respiratory or thoracic disease; genetic, familial or congenital disease",0.00147831941873881
IL12RB2,ENSG00000081985,EFO_1001486,primary biliary cirrhosis,"gastrointestinal disease; genetic, familial or congenital disease; endocrine system disease; cancer or benign tumor",0.494689364340397
IL12RB2,ENSG00000081985,EFO_0000685,rheumatoid arthritis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.484809023123686
IL12RB2,ENSG00000081985,EFO_0000384,Crohn's disease,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.464735404023874
IL12RB2,ENSG00000081985,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.457143684879389
IL12RB2,ENSG00000081985,EFO_0000717,systemic scleroderma,"respiratory or thoracic disease; urinary system disease; integumentary system disease; immune system disease; musculoskeletal or connective tissue disease; disorder of visual system; genetic, familial or congenital disease; phenotype",0.439905222652651
IL12RB2,ENSG00000081985,EFO_0004267,biliary liver cirrhosis,endocrine system disease; gastrointestinal disease; cancer or benign tumor,0.431951926718708
IL12RB2,ENSG00000081985,EFO_0003780,Behcet's syndrome,immune system disease; urinary system disease; nervous system disease; integumentary system disease; cardiovascular disease,0.416465572130823
IL12RB2,ENSG00000081985,EFO_0004705,hypothyroidism,endocrine system disease,0.40449449835466
IL12RB2,ENSG00000081985,EFO_0000676,psoriasis,"immune system disease; integumentary system disease; genetic, familial or congenital disease",0.3736658987443
IL12RB2,ENSG00000081985,Orphanet_748,Mendelian susceptibility to mycobacterial diseases,immune system disease,0.370727092150286
IL12RB2,ENSG00000081985,MONDO_0043579,enteritis,gastrointestinal disease,0.368334718484544
IL12RB2,ENSG00000081985,EFO_0005772,neurodegenerative disease,nervous system disease,0.34868324686809
IL12RB2,ENSG00000081985,EFO_0000729,ulcerative colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.337863588152516
IL12RB2,ENSG00000081985,EFO_0000783,myositis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.321713788760255
IL12RB2,ENSG00000081985,EFO_0005629,small bowel Crohn's disease,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.317201573833727
IL12RB2,ENSG00000081985,HP_0025268,Stuttering,phenotype,0.31538039022257
IL12RB2,ENSG00000081985,MONDO_0004580,retinal degeneration,nervous system disease; disorder of visual system,0.312880113473044
IL12RB2,ENSG00000081985,EFO_0006803,vasculitis,cardiovascular disease; phenotype,0.310736084471057
IL12RB2,ENSG00000081985,HP_0100033,Tics,phenotype,0.310215723087657
IL12RB2,ENSG00000081985,MONDO_0019170,polyarteritis nodosa,cardiovascular disease; phenotype,0.289859067695342
IL12RB2,ENSG00000081985,EFO_1001494,psoriasis vulgaris,"immune system disease; integumentary system disease; genetic, familial or congenital disease",0.219936050661429
IL12RB2,ENSG00000081985,EFO_0003767,inflammatory bowel disease,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.17506776432622
IL12RB2,ENSG00000081985,EFO_0003872,colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.13535607555154
IL12RB2,ENSG00000081985,EFO_1000764,seborrheic dermatitis,integumentary system disease; phenotype,0.127903307388001
IL12RB2,ENSG00000081985,EFO_1000695,erythematosquamous dermatosis,integumentary system disease,0.124830361552114
IL12RB2,ENSG00000081985,EFO_0005140,autoimmune disease,immune system disease,0.0935721622382546
IL12RB2,ENSG00000081985,EFO_0003898,ankylosing spondylitis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.0871112205735179
IL12RB2,ENSG00000081985,MONDO_0019338,sarcoidosis,musculoskeletal or connective tissue disease,0.0849860256833179
IL12RB2,ENSG00000081985,EFO_1001223,ulcerative proctosigmoiditis,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.0799225545163892
IL12RB2,ENSG00000081985,EFO_0000341,chronic obstructive pulmonary disease,respiratory or thoracic disease,0.0752830730317469
IL12RB2,ENSG00000081985,EFO_0000701,skin disease,integumentary system disease,0.0696576837247636
IL12RB2,ENSG00000081985,GO_0009410,response to xenobiotic stimulus,biological_process,0.0683449584396332
IL12RB2,ENSG00000081985,EFO_0004268,sclerosing cholangitis,endocrine system disease; gastrointestinal disease; phenotype,0.0675306629258015
IL12RB2,ENSG00000081985,EFO_0005755,rheumatic disease,musculoskeletal or connective tissue disease,0.0674719014326926
IL12RB2,ENSG00000081985,EFO_0009431,intestinal disease,gastrointestinal disease,0.0668349587889717
IL12RB2,ENSG00000081985,EFO_0000540,immune system disease,immune system disease,0.0653254178634582
IL12RB2,ENSG00000081985,HP_0032141,Precordial pain,phenotype,0.0577682146029917
IL12RB2,ENSG00000081985,MONDO_0005147,type 1 diabetes mellitus,endocrine system disease; gastrointestinal disease; immune system disease; nutritional or metabolic disease; phenotype,0.0546498660798969
IL12RB2,ENSG00000081985,EFO_0008517,oral lichen planus,integumentary system disease,0.052932048076509
IL12RB2,ENSG00000081985,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.0511292325872699
IL12RB2,ENSG00000081985,Orphanet_1334,Chronic mucocutaneous candidosis,"immune system disease; genetic, familial or congenital disease",0.0493906517800635
IL12RB2,ENSG00000081985,EFO_0002609,juvenile idiopathic arthritis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.0483414532348497
IL12RB2,ENSG00000081985,EFO_0006812,autoimmune thyroid disease,immune system disease; endocrine system disease,0.0472338869819008
IL12RB2,ENSG00000081985,MONDO_0015517,common variable immunodeficiency,"immune system disease; hematologic disease; genetic, familial or congenital disease",0.0472338869819008
IL12RB2,ENSG00000081985,EFO_0001060,celiac disease,"gastrointestinal disease; genetic, familial or congenital disease; immune system disease",0.0438400281314431
IL12RB2,ENSG00000081985,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.0430666518640459
IL12RB2,ENSG00000081985,EFO_1000811,anterior uveitis,disorder of visual system; phenotype,0.0419541833475682
IL12RB2,ENSG00000081985,EFO_0005676,Autoimmune Hepatitis,endocrine system disease; immune system disease; gastrointestinal disease,0.0406759588065983
IL12RB2,ENSG00000081985,MONDO_0009413,"immunodeficiency, common variable, 2","immune system disease; hematologic disease; genetic, familial or congenital disease",0.0395893940338253
IL12RB2,ENSG00000081985,MONDO_0032803,immunodeficiency 64,"immune system disease; genetic, familial or congenital disease",0.0392345973733279
KANSL1-AS1,ENSG00000214401,MONDO_0009061,cystic fibrosis,"respiratory or thoracic disease; genetic, familial or congenital disease",0.00954317169567969
KANSL1-AS1,ENSG00000214401,EFO_1000796,adrenal cortex carcinoma,cardiovascular disease; endocrine system disease; urinary system disease; cancer or benign tumor,0.004040231614675
KANSL1-AS1,ENSG00000214401,EFO_1000760,rosacea,integumentary system disease,0.00284155312946699
KANSL1-AS1,ENSG00000214401,EFO_0005045,visceral Leishmaniasis,"genetic, familial or congenital disease; infectious disease",0.0022876369553156
KANSL1-AS1,ENSG00000214401,MONDO_0005180,Parkinson disease,"nervous system disease; genetic, familial or congenital disease",0.00226493449168896
KANSL1-AS1,ENSG00000214401,MONDO_0002404,liver hemangioma,endocrine system disease; gastrointestinal disease; cancer or benign tumor; cardiovascular disease,0.00196970837789811
KANSL1-AS1,ENSG00000214401,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00168470419878922
KANSL1-AS1,ENSG00000214401,EFO_0000274,atopic eczema,integumentary system disease; immune system disease,0.00166324722869097
KANSL1-AS1,ENSG00000214401,EFO_0003929,relapsing-remitting multiple sclerosis,nervous system disease; immune system disease,0.00156067129546445
KANSL1-AS1,ENSG00000214401,EFO_0000699,Sjogren syndrome,gastrointestinal disease; immune system disease; disorder of visual system,0.00143136145589003
KANSL1-AS1,ENSG00000214401,MONDO_0019499,Turner syndrome,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease; phenotype",0.00134556235223653
KB-1980E6.3,ENSG00000253633,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0216865429039426
KB-1980E6.3,ENSG00000253633,EFO_0009448,pulmonary fibrosis,respiratory or thoracic disease; cancer or benign tumor,0.00739159709369404
KB-1980E6.3,ENSG00000253633,EFO_0007485,silicosis,respiratory or thoracic disease,0.00443495825621642
KB-1980E6.3,ENSG00000253633,MONDO_0007804,Pallister-Hall syndrome,"endocrine system disease; genetic, familial or congenital disease; musculoskeletal or connective tissue disease; phenotype",0.00221747912810821
KISS1R,ENSG00000116014,MONDO_0018800,Kallmann syndrome,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.760799379349971
KISS1R,ENSG00000116014,MONDO_0013910,hypogonadotropic hypogonadism 8 with or without anosmia,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.583247828490318
KISS1R,ENSG00000116014,EFO_0009029,Central precocious puberty,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease",0.579382923145342
KISS1R,ENSG00000116014,MONDO_0018555,hypogonadotropic hypogonadism,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.464424285767417
KISS1R,ENSG00000116014,MONDO_0008302,central precocious puberty 1,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease",0.443359736849187
KISS1R,ENSG00000116014,EFO_0005772,neurodegenerative disease,nervous system disease,0.370503804321414
KISS1R,ENSG00000116014,MONDO_0019828,pituitary stalk interruption syndrome,endocrine system disease,0.279966441394847
KISS1R,ENSG00000116014,EFO_0009663,disease of genitourinary system,urinary system disease; cancer or benign tumor,0.266097495372985
KISS1R,ENSG00000116014,EFO_0000508,genetic disorder,"genetic, familial or congenital disease",0.192887814060252
KISS1R,ENSG00000116014,EFO_0000274,atopic eczema,integumentary system disease; immune system disease,0.113915664706826
KISS1R,ENSG00000116014,EFO_0004562,cryptorchidism,"genetic, familial or congenital disease; reproductive system or breast disease",0.112376657828451
KISS1R,ENSG00000116014,HP_0030260,Microphallus,phenotype,0.111982695969465
KISS1R,ENSG00000116014,EFO_0000616,neoplasm,cancer or benign tumor,0.107577970690359
KISS1R,ENSG00000116014,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0961842256670346
KISS1R,ENSG00000116014,Orphanet_983,Testicular regression syndrome,"genetic, familial or congenital disease; reproductive system or breast disease",0.0792029861551475
KISS1R,ENSG00000116014,MONDO_0016853,ring chromosome Y,"genetic, familial or congenital disease",0.0774349152572137
KISS1R,ENSG00000116014,Orphanet_52901,Isolated follicle stimulating hormone deficiency,"endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.077074157458264
KISS1R,ENSG00000116014,Orphanet_325448,Leydig cell hypoplasia due to LHB deficiency,endocrine system disease,0.0754640239145939
KISS1R,ENSG00000116014,MONDO_0009223,hypogonadotropic hypogonadism 23 with or without anosmia,"endocrine system disease; genetic, familial or congenital disease; phenotype; reproductive system or breast disease",0.0754640239145939
KISS1R,ENSG00000116014,MONDO_0013914,hypogonadotropic hypogonadism 12 with or without anosmia,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.0749218215226717
KISS1R,ENSG00000116014,MONDO_0016674,"46,XY partial gonadal dysgenesis","endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0741455375168992
KISS1R,ENSG00000116014,MONDO_0019155,Leydig cell hypoplasia,endocrine system disease,0.0736564766016377
KISS1R,ENSG00000116014,Orphanet_243,"46,XX gonadal dysgenesis","endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0728694302055527
KISS1R,ENSG00000116014,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0728652400678773
KISS1R,ENSG00000116014,Orphanet_90796,"46,XY disorder of sex development due to isolated 17,20 lyase deficiency","reproductive system or breast disease; cancer or benign tumor; endocrine system disease; genetic, familial or congenital disease; urinary system disease",0.0722003381338443
KISS1R,ENSG00000116014,MONDO_0010720,partial androgen insensitivity syndrome,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease",0.0715092020707994
KISS1R,ENSG00000116014,Orphanet_168563,"46,XY gonadal dysgenesis - motor and sensory neuropathy","reproductive system or breast disease; cancer or benign tumor; endocrine system disease; genetic, familial or congenital disease; urinary system disease",0.0711511679913102
KISS1R,ENSG00000116014,MONDO_0011766,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome","endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease; cardiovascular disease; musculoskeletal or connective tissue disease",0.0711511679913102
KISS1R,ENSG00000116014,EFO_0004266,primary ovarian insufficiency,endocrine system disease; reproductive system or breast disease,0.0706328568733867
KISS1R,ENSG00000116014,MONDO_0008730,congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency,"reproductive system or breast disease; endocrine system disease; nutritional or metabolic disease; genetic, familial or congenital disease",0.0703447228543435
KISS1R,ENSG00000116014,EFO_0000279,azoospermia,"genetic, familial or congenital disease; reproductive system or breast disease; phenotype",0.0701006590410087
KISS1R,ENSG00000116014,MONDO_8000015,"46,XY sex reversal 11","endocrine system disease; reproductive system or breast disease; cardiovascular disease; genetic, familial or congenital disease; musculoskeletal or connective tissue disease",0.06986091202624
KISS1R,ENSG00000116014,MONDO_0016281,"46,XX ovotesticular disorder of sex development","endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0697242598749704
KISS1R,ENSG00000116014,MONDO_0020304,isochromosomy Yp,"genetic, familial or congenital disease",0.0689092931777408
