gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
SPCS1,ENSG00000114902,EFO_0000537,hypertension,cardiovascular disease; phenotype,0.0570797799292268
SPCS1,ENSG00000114902,MONDO_0005090,schizophrenia,psychiatric disorder; nervous system disease,0.0564658154061903
SPCS1,ENSG00000114902,EFO_0004616,"osteoarthritis, knee",musculoskeletal or connective tissue disease; phenotype,0.0553429637758331
SPCS1,ENSG00000114902,HP_0000023,Inguinal hernia,phenotype,0.0546641738377134
SPCS1,ENSG00000114902,HP_0000952,Jaundice,gastrointestinal disease; phenotype,0.0503097399911067
SPCS1,ENSG00000114902,EFO_0004253,nephrolithiasis,urinary system disease,0.0498622329462575
SPCS1,ENSG00000114902,EFO_1001228,ureterolithiasis,urinary system disease,0.0498622329462575
SPCS1,ENSG00000114902,EFO_0009963,bipolar I disorder,psychiatric disorder; nervous system disease,0.0460017405282239
SPCS1,ENSG00000114902,EFO_0000729,ulcerative colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.0452865272452517
SPCS1,ENSG00000114902,HP_0000924,Abnormality of the skeletal system,phenotype,0.0418824287218247
SPCS1,ENSG00000114902,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0366356204507771
SPCS1,ENSG00000114902,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.0345710944995315
SPCS1,ENSG00000114902,EFO_0004318,smoking behavior,biological_process,0.033506968136967
SPCS1,ENSG00000114902,EFO_0004247,mood disorder,psychiatric disorder; nervous system disease,0.0326506666916744
SPCS1,ENSG00000114902,EFO_0002571,medical procedure,medical procedure,0.028055366483407
SPCS1,ENSG00000114902,EFO_0004337,intelligence,biological_process,0.0272752675824335
SPCS1,ENSG00000114902,EFO_0001073,obesity,nutritional or metabolic disease; phenotype,0.0271605981511248
SPCS1,ENSG00000114902,MONDO_0002050,depressive disorder,psychiatric disorder; nervous system disease,0.0267945394646409
SPCS1,ENSG00000114902,EFO_0007490,spinal stenosis,musculoskeletal or connective tissue disease,0.0235556679751981
SPCS1,ENSG00000114902,EFO_0003767,inflammatory bowel disease,"immune system disease; gastrointestinal disease; genetic, familial or congenital disease",0.0225239384153564
SPCS1,ENSG00000114902,HP_0001822,Hallux valgus,phenotype,0.0195153706200617
SPCS1,ENSG00000114902,EFO_0006788,anxiety disorder,psychiatric disorder; nervous system disease,0.0192675934497163
SPCS1,ENSG00000114902,EFO_0009607,pituitary gland disease,endocrine system disease; reproductive system or breast disease; nervous system disease,0.0188027346921761
SPCS1,ENSG00000114902,EFO_0010726,total joint arthroplasty,medical procedure,0.0187133299340221
SPCS1,ENSG00000114902,MONDO_0008800,microphthalmia with limb anomalies,"genetic, familial or congenital disease",0.0158919337514422
SPCS1,ENSG00000114902,EFO_0000544,infection,biological_process,0.0150454578388288
SPCS1,ENSG00000114902,EFO_0001668,human papilloma virus infection,infectious disease,0.0129352949139646
SPCS1,ENSG00000114902,EFO_0001075,ovarian carcinoma,cancer or benign tumor; endocrine system disease; reproductive system or breast disease,0.00971371221944259
SPCS1,ENSG00000114902,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.00739159709369404
SPCS1,ENSG00000114902,EFO_0003047,hepatitis C virus infection,infectious disease; gastrointestinal disease; endocrine system disease,0.00739159709369404
SPCS1,ENSG00000114902,EFO_0000763,viral disease,infectious disease,0.00441442604206727
SPCS1,ENSG00000114902,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0.00406537840153172
SPCS1,ENSG00000114902,HP_0001636,Tetralogy of Fallot,phenotype,0.00369579854684702
SPCS1,ENSG00000114902,EFO_0002622,rotavirus infection,infectious disease; gastrointestinal disease,0.00369579854684702
SPCS1,ENSG00000114902,MONDO_0020380,autosomal dominant cerebellar ataxia,"genetic, familial or congenital disease; nervous system disease; psychiatric disorder; phenotype",0.00369579854684702
SPCS1,ENSG00000114902,EFO_0000319,cardiovascular disease,cardiovascular disease,0.00369579854684702
SPCS1,ENSG00000114902,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
SPCS1,ENSG00000114902,MONDO_0009901,Bartsocas-Papas syndrome 1,"genetic, familial or congenital disease; integumentary system disease",0.00295663883747761
SPCS1,ENSG00000114902,EFO_0010716,coinfection,infectious disease,0.00295663883747761
SPCS1,ENSG00000114902,EFO_0000186,invasive breast ductal carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00276690568323831
SPCS1,ENSG00000114902,EFO_0000398,dermatomyositis,integumentary system disease; musculoskeletal or connective tissue disease; urinary system disease; immune system disease; nervous system disease; phenotype,0.00231624856566107
